Recieved	Income Paid	Confirmed	Checked	Refunded	Net_rate
75283.00	75283.00	61712.50	75283.00	75283.00	75283.00	18.03
0	436970.13	371424.61	436970.13	436970.13	436970.13	18.03
125807.00	125807.00	108154.32	125807.00	125807.00	125807.00	18.03
243526.00	243526.00	204561.84	243526.00	243526.00	243526.00	18.03
407483.00	407484.00	342286.56	407484.00	407484.00	407484.00	18.03
128142.00	128142.00	112682.28	128142.00	128142.00	128142.00	18.03
77341.00	77341.00	63399.51	77341.00	77341.00	77341.00	18.03
0	2654.00	50517.30	0	2654.00	0	18.03
219375.00	219375.00	179830.00	219375.00	219375.00	219375.00	18.03
191264.00	191264.00	156787.00	191264.00	191264.00	191264.00	18.03
0	35117.00	28786.84	0	0	0	18.03
371892.00	371892.00	304855.00	386788.00	371892.00	371892.00	18.03
48622.00	48622.00	39858.00	48622.00	48622.00	48622.00	18.03
67757.00	67757.00	55543.12	67757.00	67757.00	67757.00	18.03
147009.00	147009.00	120509.16	147009.00	147009.00	147009.00	18.03
50941.00	50941.00	41758.38	50941.00	50941.00	50941.00	18.03
155071.00	155071.00	127117.90	155071.00	155071.00	155071.00	18.03
0	323225.39	264961.00	323225.39	323225.39	323225.39	18.03
0	47204.09	31417.29	47204.09	47204.09	47204.09	33.44
0	293540.87	249509.74	293540.87	293540.87	293540.87	18.03
119080.00	100000.00	84000.00	100000.00	100000.00	100000.00	18.03
0	134992.91	325970.48	314983.48	314983.47	314983.47	20.92
0	66153.12	97511.60	154357.28	195273.54	195273.54	20.92
0	123032.50	150000.00	287075.86	123032.51	123032.51	23.03
145391.36	155768.00	105158.98	155768.00	155768.00	155768.00	25.74
150733.00	178465.00	63488.25	0	0	0	18.03
392329.00	392329.00	321608.00	392329.00	392329.00	392329.00	18.03
214880.00	214880.00	176145.74	227880.00	429760.00	193880.00	18.03
68098.00	68098.00	55823.00	68098.00	68098.00	61288.00	18.03
100727.00	100727.00	82570.00	100727.00	100727.00	100727.00	18.03
0	35000.00	22952.80	0	35000.00	0	18.03
38097.00	37000.00	31080.00	37000.00	37000.00	37000.00	18.03
226454.00	230000.00	185633.40	230000.00	230000.00	141963.00	18.03
112518.00	111000.00	92235.51	111000.00	111000.00	111000.00	18.03
278505.00	214000.00	179760.00	214000.00	214000.00	214000.00	18.03
59035.00	58000.00	48393.35	58000.00	58000.00	58000.00	18.03
0	283249.00	237929.16	211524.00	283249.00	283248.66	18.03
0	63000.00	41314.90	0	0	0	18.03
271467.53	283940.43	197474.18	283940.43	283940.43	250000.00	22.85
476345.38	493238.00	336080.48	493238.00	493238.00	493238.00	25.11
471527.89	484290.85	396972.51	484290.00	484290.00	484290.00	22.53
145617.00	215000.00	78695.04	120000.00	0	0	18.03
163708.00	155665.00	0	157509.00	0	0	18.03
86908.00	96413.00	0	280208.00	0	0	18.03
157101.00	157509.00	0	0	0	0	18.03
0	1693865.83	1388529.58	1693865.83	1693865.83	1177498.82	18.03
0	270723.00	271844.94	270723.00	270723.00	270723.00	18.03
222896.00	222896.00	182716.77	222896.00	222896.00	222896.00	18.03
0	380090.00	249260.02	0	0	0	18.03
300000.00	287459.95	66194.24	287459.00	0	0	18.03
115000.00	111322.85	0	111322.00	0	0	18.03
240000.00	240000.00	0	240000.00	0	0	18.03
250000.00	245466.75	0	245466.00	0	0	18.03
225693.00	225693.00	191839.05	225693.00	225693.00	225693.00	15
108083.00	146798.00	0	325263.00	0	0	18.03
0	15227.00	0	0	0	0	18.03
377851.00	377851.00	0	337851.00	0	0	18.03
339990.00	339990.00	0	339990.00	0	0	18.03
0	42653.00	0	0	0	0	18.03
300000.00	300000.00	266590.04	300000.00	300000.00	300000.00	11.14
1043727.93	1135800.00	825858.00	1043727.93	1043727.93	1043727.93	30
0	187300.00	123066.11	186070.46	186070.46	186070.46	16.061
980426.67	1000000.00	778814.65	936625.00	1046026.67	1046026.67	22.12
1339613.30	1500000.00	1399191.35	1339613.30	1339613.30	1339613.30	10
0	13084.40	6100.00	0	0	0	16.05
1492698.70	1600000.00	1254133.00	1492698.70	1492698.70	1492698.70	17.91
157722.14	166200.00	123414.00	157722.14	157722.14	157722.14	21.75
87557.71	91900.00	67443.00	87557.71	87557.71	87557.71	22.97
169755.23	623300.00	120865.83	169755.23	169755.23	169755.23	100
0	228169.20	166611.20	207308.03	207308.00	159718.44	20
100441.77	100441.77	84531.10	100441.77	100441.77	100441.77	15.84
44014.10	44014.10	37063.70	44014.10	44014.10	44014.10	15.79
43590.74	57200.00	31025.13	43590.74	43590.74	43590.74	28.83
44732.76	44700.00	32439.41	44732.76	44732.76	44732.76	27.48
59728.16	107300.00	48004.07	59728.16	59728.16	59728.16	-44.38
62492.59	62492.59	56520.90	62492.59	62492.59	62492.59	9.56
99775.37	99775.37	71216.40	99775.37	99775.37	99775.37	28.62
129889.26	136227.36	96374.29	129889.26	129889.26	129889.26	25.8
27174.41	30285.45	21277.96	27174.41	27174.41	27174.41	21.7
45840.36	51276.85	36118.67	45840.36	45840.36	45840.36	21.21
159641.43	237900.00	129501.48	159641.43	159641.43	159641.43	-20.89
151734.80	211100.00	126319.00	151734.80	151734.80	151734.80	-15.82
78401.08	136500.00	60861.64	78401.08	78401.08	78401.08	-35.16
79229.67	115000.00	61816.31	79229.67	79229.67	79229.67	21.98
301617.05	496400.00	221058.37	301617.05	301617.05	301617.05	26.71
158982.30	158982.30	134654.96	158982.30	158982.30	158982.30	15.3
74390.66	78400.00	61446.69	74390.66	74390.66	74390.66	17.4
222498.35	226812.32	174848.07	222498.35	222498.35	222498.35	21.42
46473.56	46900.00	38463.00	46473.56	46473.56	46473.56	17.24
12547.05	13400.00	8836.51	12547.05	12547.05	12547.05	29.57
69739.93	74400.00	62282.00	69739.93	69739.93	69739.93	10.69
266032.98	276100.00	183114.24	266032.98	266032.98	266032.98	31.17
19000.00	20100.00	13264.33	19000.00	19000.00	19000.00	30.19
51000.00	52500.00	36225.00	51000.00	51000.00	51000.00	28.97
23000.00	24700.00	17043.00	23000.00	23000.00	23000.00	25.9
84500.00	128400.00	56226.30	-5500.00	84500.00	84500.00	33.46
46000.00	107000.00	31740.00	46000.00	46000.00	46000.00	31
97000.00	66500.00	73881.29	97000.00	97000.00	97000.00	23.83
25000.00	34400.00	21537.84	25000.00	25000.00	25000.00	13.85
115592.63	155800.00	98088.18	115592.63	115592.63	115592.63	15.14
71517.00	96400.00	59168.36	71517.00	71517.00	71517.00	17.27
30000.00	30000.00	24325.00	30000.00	30000.00	30000.00	18.92
222000.00	219428.68	160365.45	222000.00	222000.00	222000.00	27.76
96737.27	96737.27	74578.85	96737.27	96737.27	96737.27	22.91
152924.11	152924.12	115765.56	152924.11	152924.11	152924.11	24.3
40854.81	41558.00	29279.40	40854.81	40854.81	40854.81	28.33
13828.23	14678.23	10069.82	13828.23	13828.23	13828.23	27.18
10473.80	11432.67	7564.01	10473.80	10473.80	10473.80	27.78
14374.97	36052.79	10911.08	14374.97	14374.97	14374.97	24.1
17369.77	38336.35	13643.37	17369.77	17369.77	17369.77	21.45
17164.29	22352.01	11151.24	17164.29	17164.29	17164.29	35.03
14710.93	24263.16	11372.93	14710.93	14710.93	14710.93	22.69
24210.02	50158.15	18723.93	24210.02	24210.02	24210.02	22.66
41400.23	58521.09	32809.68	41400.23	41400.23	41400.23	20.75
44994.39	72168.41	35537.71	44994.39	44994.39	44994.39	21.02
123120.01	173256.21	86482.69	123120.01	123120.01	123120.01	29.76
59551.07	84024.13	42053.35	59551.07	59551.07	59551.07	29.38
87729.00	87729.00	84774.44	87729.00	87729.00	87729.00	3.37
38453.80	38453.80	28006.46	38453.80	38453.80	38453.80	27.17
112576.89	112576.89	87961.09	112576.89	112576.89	112576.89	21.87
40290.89	40290.89	56947.19	40290.89	40290.89	40290.89	-41.34
77775.32	77775.32	63541.89	77775.32	77775.32	77775.32	18.3
67572.78	67572.78	55311.07	67572.78	67572.78	67572.78	18.15
396843.31	436999.38	370278.56	396843.31	396843.31	396843.31	6.69
28438.33	30546.34	20361.52	28438.33	28438.33	28438.33	28.4
69874.93	69874.93	52711.00	69874.93	69874.93	69874.93	24.56
42562.33	47459.47	28540.13	42562.33	42562.33	42562.33	32.95
86163.24	86163.24	62937.29	86163.24	86163.24	86163.24	26.96
297672.92	392737.56	231728.33	297672.92	297672.92	297672.92	22.15
47559.18	47559.59	35807.02	47559.18	47559.18	47559.18	24.71
57928.84	64478.27	43483.80	57928.84	57928.84	57928.84	24.94
21000.00	31315.46	14490.00	21000.00	21000.00	21000.00	31
0	920000.00	685066.45	828000.00	644577.99	644577.99	18
0	1020000.00	872328.24	918000.00	918000.00	918000.00	16.44
155312.61	155312.61	140696.18	155312.61	155312.61	155312.61	9.41
24299.20	24299.20	19612.81	24299.20	24299.20	24299.20	19.29
73906.30	73906.30	59794.40	73906.30	73906.30	73906.30	19.09
240182.05	281924.62	195512.95	240182.05	240182.50	240182.50	18.6
142919.16	142919.16	122024.50	142919.16	142919.16	142919.16	14.62
118826.22	118826.22	95918.22	118826.22	118826.22	118826.22	19.28
148958.14	173585.51	115177.47	148958.14	148958.14	148958.14	22.68
19108.26	21208.26	14645.64	19108.26	19108.26	19108.26	23.35
61389.00	63831.49	45892.31	61389.00	61389.00	61389.00	25.24
39411.76	41563.03	29667.95	39411.76	39411.76	39411.76	24.72
39136.68	51193.51	33303.96	39136.68	39136.68	39136.68	14.9
52334.00	68302.56	46457.60	52334.00	52334.00	52334.00	11.23
26664.17	54478.86	32758.68	38705.00	38705.00	38705.00	17.91
47069.14	58143.04	37655.31	47069.14	47069.14	47069.14	20
43199.67	63073.46	41440.25	43199.67	43199.67	43199.67	20
33670.00	33670.00	26936.00	33670.00	33670.00	33670.00	20
253185.64	264006.55	185599.09	253185.64	253185.64	253185.64	26.69
45570.63	49063.99	30510.71	45570.63	45570.63	45570.63	33.05
73575.30	87764.15	58281.33	73575.30	73575.30	73575.30	20.79
159999.79	166454.35	114706.47	159999.79	159999.79	159999.79	28.31
37850.18	37850.18	28917.69	37850.18	37850.18	37850.18	23.6
0	1000000.00	800000.00	1000000.00	1000000.00	1000000.00	35.92
165395.36	180000.00	157125.59	165395.36	165395.36	165395.36	5
507943.45	507943.45	482067.35	507943.45	507943.45	507943.45	5.09
25470.95	25470.95	20376.76	25470.95	25470.95	25470.95	20
30355.65	30355.65	24284.52	30355.65	30355.65	30355.65	20
50404.68	52044.40	36944.53	50404.68	50404.68	50404.68	26.7
82771.27	82771.27	67672.90	82771.27	82771.27	82771.27	18.24
43887.22	20709.89	31002.72	43887.22	43887.22	43887.22	29.36
42455.38	46927.78	31119.30	42455.38	42455.38	42455.38	26.7
23000.00	27069.97	17581.70	23000.00	23000.00	23000.00	23.56
254542.50	254542.50	226866.64	254542.50	254542.50	254542.50	10.87
261071.51	262537.52	231264.06	261071.51	261071.51	261071.51	11.42
153013.89	154832.83	108900.74	153013.89	153013.89	153013.89	28.83
13820.95	24508.08	10712.72	13820.95	13820.95	13820.95	22.49
107839.71	110310.41	75390.74	107839.71	107839.71	107839.71	30.09
67117.99	69905.81	49290.37	67117.99	67117.99	67117.99	26.56
111454.88	117081.59	81711.59	111454.88	111454.88	111454.88	26.69
127000.00	127000.00	79588.92	127000.00	127000.00	127000.00	37.33
1600000.00	1600000.00	1443000.00	1600000.00	1600000.00	1600000.00	0
16090.00	21054.06	12830.97	16090.00	16090.00	16090.00	20.26
30800.00	31360.86	26180.00	30800.00	30800.00	30800.00	15
854827.65	1000000.00	810880.54	854827.65	854827.65	854827.65	5.14
149528.93	123179.29	117555.52	149528.93	149528.93	149528.93	21.38
109630.90	109630.90	115815.34	109630.90	109630.90	109630.90	-5.64
254391.38	257969.64	193744.48	254391.38	254391.38	254391.38	23.84
138890.79	160385.06	116382.87	138890.79	138890.79	138890.79	16.21
128764.52	138396.10	99328.95	128764.52	128764.52	128764.52	22.86
145728.70	145728.70	120067.57	145728.70	145728.70	145728.70	17.61
118512.05	130270.18	91400.06	118512.05	118512.05	118512.05	22.88
112094.88	120949.62	88700.68	112094.88	112094.88	112094.88	20.87
47760.45	47760.45	33722.35	47760.45	47760.45	47760.45	29.39
116761.13	104146.96	82983.91	116761.13	116761.13	116761.13	28.93
15600.00	16281.62	11119.53	15600.00	15600.00	15600.00	28.72
173947.69	187524.65	136821.52	173947.69	173947.69	173947.69	21.34
0	1548237.23	989398.37	1393413.38	1206583.38	1206583.38	18
0	1100161.00	1399921.50	1662093.00	1099017.00	1019017.00	-9.068
63968.39	70491.52	47103.84	63968.39	63968.39	63968.39	26.36
139818.29	144267.19	110708.27	139818.29	139818.29	139818.29	20.82
113313.80	29600.68	81782.12	113313.80	113313.80	113313.80	27.83
59292.13	70489.77	41004.24	59292.13	59292.13	59292.13	30.84
24953.04	25862.80	18048.53	24953.04	24953.04	24953.04	27.67
142547.82	69931.33	106911.05	142547.82	142547.82	142547.82	25
24075.00	24918.60	18319.45	24075.00	24075.00	24075.00	23.91
15409.26	17409.86	11600.22	15409.26	15409.26	15409.26	24.72
11878.86	13878.86	8475.18	11878.86	11878.86	11878.86	28.65
4800.00	4894.06	3379.28	4800.00	4800.00	4800.00	29.6
75255.85	75874.24	54851.75	75255.85	75255.85	75255.85	27.11
106322.86	130310.05	81232.09	126193.75	126193.75	126193.75	23.6
45228.27	45760.26	33394.52	45228.27	45228.27	45228.27	26.16
38270.68	38270.68	27019.36	38270.68	38270.68	38270.68	29.4
202438.56	202438.56	154437.72	202438.56	202438.56	202438.56	23.71
0	1165853.23	714290.51	1054012.83	832500.72	832500.72	18.13
13937.00	13937.00	9754.03	13937.00	13937.00	13937.00	30.01
23000.00	27578.33	16069.25	23000.00	23000.00	23000.00	30.13
25638.00	50000.00	13107.26	25638.00	25638.00	25638.00	48.88
0	161256.50	128385.05	161256.50	161256.50	161256.50	20.385
16686.96	8572.72	13015.83	16686.96	16686.96	16686.96	22
146281.08	146281.08	112187.63	146281.08	146281.08	146281.08	23.31
185000.00	211982.67	147029.06	185000.00	185000.00	185000.00	20.52
42700.00	51051.04	36295.00	42700.00	42700.00	42700.00	15
27500.00	32013.38	23375.00	27500.00	27500.00	27500.00	15
20855.48	24172.95	16267.27	20855.48	20855.48	20855.48	22
23693.73	26226.99	18481.11	23693.73	23693.73	23693.73	22
34764.48	36738.21	23952.97	34764.48	34764.48	34764.48	31.1
23011.27	45005.28	15869.80	23011.27	23011.27	23011.27	31.03
92542.01	92542.01	79586.14	92542.01	92542.01	92542.01	14
106852.91	103397.12	84847.10	106852.91	106852.91	106852.91	20.59
178283.86	146159.01	137536.85	178283.86	178283.86	178283.86	22.86
104147.69	82515.32	84693.33	104147.69	104147.69	104147.69	18.68
116377.52	109086.73	91806.54	116377.52	116377.52	116377.52	21.11
45772.17	45772.17	40671.95	45772.17	45772.17	45772.17	11.14
14972.32	14972.31	11267.30	14972.32	14972.32	14972.32	24.75
68000.00	68000.00	49478.90	68000.00	68000.00	68000.00	27.24
20000.00	20000.00	17943.75	20000.00	20000.00	20000.00	10.28
17158.89	20673.67	12711.04	17158.89	17158.89	17158.89	25.92
418647.93	436652.57	307191.99	418647.93	418647.93	418647.93	26.62
285700.00	285700.00	201896.00	285700.00	285700.00	285700.00	29.33
44100.00	65126.63	33810.31	44100.00	44100.00	44100.00	23.33
59305.95	60875.88	41488.84	59305.95	59305.95	59305.95	30.04
14792.97	15342.97	11008.43	14792.97	14792.97	14792.97	25.58
285314.02	293960.89	221175.43	285314.02	285314.02	285314.02	22.48
55515.10	56015.10	41687.45	55515.10	55515.10	55515.10	24.91
43811.95	44311.95	30830.67	43811.95	43811.95	43811.95	29.63
91967.61	91967.61	72844.02	91967.61	91967.61	91967.61	20.79
55354.12	55354.12	41998.73	55354.12	55354.12	55354.12	24.13
50710.67	60266.22	36383.59	50710.67	50710.67	50710.67	28.25
110012.92	99671.83	93559.50	110012.92	110012.92	110012.92	14.96
76746.59	93746.05	56085.14	76746.59	76746.59	76746.59	26.92
68142.18	68142.18	57465.70	68142.18	68142.18	68142.18	15.67
33176.88	41805.84	24146.17	33176.88	33176.88	33176.88	27.22
160587.45	167012.47	116326.15	160587.45	160587.45	160587.45	27.56
106520.10	94837.17	82101.20	106520.10	106520.10	106520.10	22.92
52263.83	54517.79	36343.67	52263.83	52263.83	52263.83	30.46
90640.76	90725.73	76242.88	90640.76	90640.76	90640.76	15.88
69528.92	69592.41	59200.90	69528.92	69528.92	69528.92	14.85
267631.00	300000.00	214104.80	267631.00	267631.00	267631.00	20
289592.00	357285.00	231673.60	289592.00	289592.00	289592.00	20
250092.63	301829.46	195243.28	250092.63	250092.63	250092.63	21.93
299998.45	312014.87	205980.33	299998.45	299998.45	299998.45	31.34
0	1929000.00	943879.84	1736100.00	1204116.44	1204116.44	18.56
106414.70	106414.72	76638.40	106414.72	106414.72	106414.72	27.98
16900.00	38802.68	12523.16	16900.00	16900.00	16900.00	25.9
33329.36	38120.44	22843.91	33329.36	33329.36	33329.36	31.46
95173.36	95173.36	82501.92	95173.36	95173.36	95173.36	13.31
26676.00	37083.52	18691.44	26676.00	26676.00	26676.00	29.93
67657.29	67486.64	46737.27	67657.29	67657.29	67657.29	30.92
84950.89	84780.24	58042.45	84950.89	84950.89	84950.89	31.68
33217.40	33217.40	23077.67	33217.40	33217.40	33217.40	30.53
30139.57	35421.97	20801.63	30139.57	30139.57	30139.57	30.98
155133.41	155133.41	138552.80	155133.41	155133.41	155133.41	10.69
71980.62	71980.62	54898.41	71980.62	71980.62	71980.62	23.73
99085.11	99085.11	91651.77	99085.11	99085.11	99085.11	7.5
130201.46	90807.00	88844.27	130201.46	130201.46	130201.46	31.76
11635.55	14577.21	7766.81	11635.55	11635.55	11635.55	33.25
104472.21	111684.55	75149.21	104472.21	104472.21	104472.21	28.07
116195.86	116195.86	89713.02	116195.86	116195.86	116195.86	22.79
29923.84	34692.28	20427.53	29923.84	29923.84	29923.84	31.73
38830.80	47184.32	28384.73	38830.80	38830.80	38830.80	26.9
95000.00	99010.60	68713.50	95000.00	95000.00	95000.00	27.67
261496.44	274146.98	191551.98	261496.44	261496.44	261496.44	26.75
16250.00	21296.18	11753.63	16250.00	16250.00	16250.00	27.67
38357.90	38357.90	27924.54	38357.90	38357.90	38357.90	27.2
80657.92	80657.92	73140.60	80657.92	80657.92	80657.92	9.32
56274.61	56274.61	41653.92	56274.61	56274.61	56274.61	25.98
860951.00	860951.00	741727.70	860951.00	860951.00	860951.00	13.85
499860.00	499860.00	472306.01	499860.00	499860.00	499860.00	5.51
86784.19	86784.19	61920.52	86784.19	86784.19	86784.19	28.65
23000.00	28321.04	17171.51	23000.00	23000.00	23000.00	25.34
12900.00	13118.56	9280.42	12900.00	12900.00	12900.00	28.06
8734.03	9626.89	6425.85	8734.03	8734.03	8734.03	26.43
271062.39	271062.39	246950.56	271062.39	271062.39	271062.39	8.9
255315.25	255315.25	238610.14	255315.25	255315.25	255315.25	6.54
0	80000.00	65600.00	80000.00	80000.00	80000.00	28.88
92310.73	92310.73	86109.81	92310.73	92310.73	92310.73	6.72
60614.00	60614.00	54552.60	60614.00	60614.00	60614.00	10
0	2300000.00	1884176.00	2304000.00	2304000.00	2304000.00	20.95
16480.46	246354.23	11771.70	16480.46	16480.46	16480.46	28.57
29029.49	29029.49	20443.08	29029.49	29029.49	29029.49	29.58
19446.51	19446.51	13400.92	19446.51	19446.51	19446.51	31.09
155945.00	155945.00	103961.29	155945.00	155945.00	155945.00	33.33
30459.35	30459.35	20267.65	30459.35	30459.35	30459.35	33.46
37815.31	30000.00	27393.62	37815.31	37815.31	37815.31	27.56
35000.00	28600.00	23289.00	35000.00	35000.00	35000.00	33.46
1589310.73	1631000.00	1303234.80	1589310.73	1589310.73	1589310.73	18
2638631.15	2941000.00	2163677.54	2638631.15	2638631.15	2638631.15	18
659343.31	659343.31	541068.00	659343.31	659343.31	659343.31	17.94
357000.00	357000.00	296310.00	357000.00	357000.00	357000.00	17
3450000.00	3450000.00	2863500.00	3450000.00	3450000.00	3450000.00	17
515201.38	607200.00	427617.15	515201.38	515201.38	515201.38	17
1900000.00	1900000.00	1877291.37	1900000.00	1900000.00	1900000.00	1.2
1145704.30	1145704.03	939477.13	1145704.03	1145704.03	1145704.03	18
264489.88	255000.00	219526.60	264489.88	264489.88	264489.88	17
1899999.00	1900000.00	2103286.37	1899999.00	1899999.00	1899999.00	-10.7
855569.64	855569.64	701567.10	855569.64	855569.64	855569.64	18
1639343.86	1639343.86	1344261.64	1639343.86	1639343.86	1639343.86	18
914242.52	1500000.00	962772.63	914242.52	914242.52	914242.52	-5.31
1168402.03	1168402.03	969189.48	1168402.03	1168402.03	1168402.03	17.05
