Recieved	Income Paid	Confirmed	Checked	Refunded	Net_rate
379116.42	443794.41	282497.85	379116.42	379116.42	379116.42	25.49
163913.98	186479.42	113810.11	163913.98	163913.98	163913.98	30.57
0	31347.30	0	0	0	0	72.62
386698.17	427631.33	267207.05	386698.17	386698.17	386698.17	30.9
261796.98	278475.01	180220.67	261796.98	261796.98	261796.98	31.16
81302.36	84395.46	56067.12	81302.36	81302.36	81302.36	31.04
151629.94	159012.98	119556.14	151629.94	151629.94	151629.94	21.15
146060.69	152577.06	103186.29	146060.69	146060.69	146060.69	29.35
54033.00	54408.81	36639.96	54033.00	54033.00	54033.00	72.85
0	77867.02	0	9230.73	9230.73	0	71.53
179092.69	186941.41	125373.40	179092.69	179092.69	179092.69	30
0	27626.92	0	0	0	0	72.26
138037.99	125310.13	99631.39	138037.99	138037.99	138037.99	27.82
128667.30	342817.44	104454.65	128667.30	128667.30	128667.30	18.82
66856.25	70240.86	50075.54	66856.25	66856.25	66856.25	25.1
0	181843.92	44120.40	0	0	0	70.11
66932.75	68570.62	47444.64	66932.75	66932.75	66932.75	29.12
0	159591.76	0	0	0	0	72.26
72704.55	93874.77	50600.19	72704.55	72704.55	72704.55	30.4
36566.21	39432.95	25483.24	36566.21	36566.21	36566.21	30.31
241956.19	252227.49	164072.09	241956.19	241956.19	241956.19	32.19
0	80068.15	24306.20	0	0	0	69.64
0	99592.44	0	0	0	0	71.56
0	29997.33	0	0	0	0	72.36
180731.61	224535.10	122655.40	180731.61	180731.61	180731.61	32.13
28775.44	36953.99	19868.68	28775.44	28775.44	28775.44	30.95
72943.01	139187.59	49446.83	72943.01	72943.01	72943.01	32.21
53243.53	54033.33	36862.08	53243.53	53243.53	53243.53	30.77
150000.00	150000.00	92434.41	150000.00	150000.00	150000.00	38.38
610439.77	640814.89	276897.50	610439.77	610439.77	610439.77	13.2
111879.41	118722.26	95221.71	111879.41	111879.41	111879.41	14.89
100355.99	104920.99	79092.20	100355.99	100355.99	100355.99	21.19
1664523.44	3461112.00	2066583.26	1664523.44	1664523.44	1664523.44	8.38
114200.00	120429.08	82314.10	114200.00	114200.00	114200.00	28.16
479008.76	428365.33	277248.85	479008.76	479008.76	479008.76	11.31
156017.83	162961.84	110642.85	156017.83	156017.83	156017.83	29.08
326134.21	404576.87	259566.20	326134.21	326134.21	326134.21	21.72
98928.14	103160.41	82380.81	98928.14	98928.14	98928.14	16.73
163400.82	170321.61	137394.65	163400.82	163400.82	163400.82	15.92
358715.36	373786.88	261786.77	358715.36	358715.36	358715.36	27.02
0	500000.00	653423.89	926625.33	866625.33	866625.33	20
280000.00	280000.00	209979.04	280000.00	280000.00	280000.00	25.01
165801.72	172568.59	113183.56	165801.72	165801.72	165801.72	31.74
385456.10	405396.40	306075.69	385456.10	385456.10	385456.10	27.09
248158.03	261779.89	195706.81	248158.03	248158.03	248158.03	28.21
0	2514580.00	1570390.48	2263122.00	1257290.00	1257290.00	9.88
466660.00	466660.00	429950.72	466660.00	466660.00	466660.00	7.87
483720.61	510535.00	342386.78	483720.61	483720.61	483720.61	29.22
0	229800.00	93261.71	185650.00	133226.00	121837.40	21.22
1036357.55	1083316.42	827011.64	1036357.55	1036357.55	1036357.55	20.2
81000.00	83297.01	57861.55	81000.00	81000.00	81000.00	28.67
80000.00	80844.85	56343.81	80000.00	80000.00	80000.00	29.6
135766.66	141899.14	94870.63	135766.66	135766.66	135766.66	30.12
79700.00	81655.92	64839.20	79700.00	79700.00	79700.00	18.65
223650.84	233343.00	178920.67	223650.84	223650.84	223650.84	20
76000.00	78605.89	60824.12	76000.00	76000.00	76000.00	19.97
27439.36	32150.65	19529.92	27439.36	27439.36	27439.36	29.36
275743.79	289055.96	204071.12	275743.79	275743.79	275743.79	25.99
74900.00	63585.76	57277.43	74900.00	74900.00	74900.00	23.53
160299.00	160299.06	139139.53	160299.00	160299.00	160299.00	13.2
65828.00	65828.00	57928.64	65828.00	65828.00	65828.00	12
64708.00	64708.00	56943.04	64708.00	64708.00	64708.00	12
122000.00	124358.52	107359.99	122000.00	122000.00	122000.00	12
254530.00	255891.40	190717.86	254530.00	254530.00	254530.00	25.07
281787.91	312112.43	199501.20	281787.91	281787.91	281787.91	29.2
136376.30	166346.26	94399.47	136376.30	136376.30	136376.30	30.78
214939.42	240651.74	147109.29	214939.42	214939.42	214939.42	31.56
253565.74	298886.07	175032.80	253565.74	253565.74	253565.74	30.97
215921.99	229503.49	143264.35	215921.99	215921.99	215921.99	33.65
208634.99	225471.96	154389.12	208634.99	208634.99	208634.99	26
578646.79	670889.32	400812.71	578646.79	578646.79	578646.79	30.73
175137.07	183923.71	120412.90	175137.07	175137.07	175137.07	31.25
0	124000.00	59788.65	62000.00	62000.00	62000.00	24.26
0	167525.00	4855.20	143218.75	24276.00	24276.00	17.364
25042.78	25042.78	16663.47	25042.78	25042.78	25042.78	33.46
10835.20	10835.20	7584.64	10835.20	10835.20	10835.20	30
0	111600.00	53292.00	107136.00	94860.00	94860.00	29
0	993573.07	742860.81	962821.16	852584.24	852584.24	21.24
0	1335701.77	1101613.47	1312236.79	1208630.74	1208630.74	15.83
0	562794.52	427701.95	544086.35	487806.90	487806.90	20.21
0	461352.25	331891.45	442925.11	410630.45	410630.45	21.32
0	581359.89	474994.15	562263.99	533196.00	533196.00	15.98
0	412655.80	326319.69	395596.26	370836.91	370836.91	19.29
0	376021.16	286465.18	364277.16	345476.10	345476.10	16.07
0	1793230.63	895098.90	1757365.42	998085.40	998085.40	18.78
0	349915.93	276571.86	342916.82	208348.45	208348.45	16.94
0	343594.68	251933.54	336722.21	159697.27	159697.27	22.15
0	321716.59	244486.91	315281.76	161386.78	161386.78	17.232
0	493974.62	343298.70	484094.60	253550.70	253550.70	20.14
0	721066.93	330812.12	709544.27	650611.48	650611.48	18.66
0	1829919.50	-163269.00	0	686094.97	686094.97	24.04
0	429005.67	308850.24	415980.82	385950.42	385950.42	19.13
0	2164298.95	1436513.24	2056084.01	1213911.00	1213911.00	17
67728.35	75625.25	45057.55	67728.35	67728.35	67728.35	33.47
62883.41	65516.96	41820.35	62883.41	62883.41	62883.41	33.5
109680.40	110227.12	83896.48	109680.40	109680.40	109680.40	23.51
0	2988663.61	2286941.85	2925309.59	2656445.16	1438310.83	17.448
88273.72	96322.10	58936.76	88273.72	88273.72	88273.72	33.23
0	216017.90	69539.50	196576.29	151212.53	151212.53	22
0	142161.35	24167.42	136474.89	120837.14	120837.14	22.59
0	70285.56	11948.54	67474.14	59742.73	59742.73	22
0	107932.95	48961.60	103615.63	91743.01	91743.01	22
266303.08	267921.11	235770.58	266303.08	266303.08	266303.08	11.47
0	895870.38	717324.87	864830.07	520734.51	520734.51	18.3
0	752253.04	632505.56	718317.80	537777.08	537777.08	13.62
0	496055.28	376379.16	481847.66	266293.18	266293.18	19.56
0	651970.37	532946.00	630936.04	225120.44	517396.44	18.26
0	631261.76	487694.60	607895.31	227629.62	227629.62	18.629
0	624509.61	395190.87	584251.03	705115.26	705115.26	18.624
0	1372801.61	1138212.86	1322247.26	1136881.28	1136881.28	9.11
0	304130.58	253812.86	297794.80	197402.85	197402.85	15.66
0	293360.40	198776.78	281625.98	205352.28	205352.28	22.04
0	258565.69	152015.00	247699.87	223547.21	95146.11	23.07
0	266775.65	180591.96	266775.65	227155.08	96407.23	18.631
0	2130782.40	1553970.17	1918124.55	1854201.08	1854201.08	24.3
0	219520.00	171859.20	212934.40	131712.00	131712.00	20
211306.19	211520.00	185451.08	211306.19	211306.18	211306.18	18
0	232320.00	162030.70	225350.40	162614.57	139392.00	20.75
157162.87	157200.00	128873.55	157162.87	157162.87	157162.87	18
128604.43	128738.00	105455.63	128604.43	128604.43	128604.43	18
137502.90	137654.00	112752.38	137502.90	137502.90	137502.90	18
253907.26	258860.00	208203.95	253907.26	155316.00	155316.00	18
72270.15	72560.00	59261.52	72270.15	65043.14	43536.00	18
224331.51	250434.00	200751.84	224331.51	224331.51	201898.36	18
193287.23	193380.00	158495.47	174042.00	316806.32	297477.59	18
58831.90	59008.00	48242.16	58831.90	35404.80	35404.80	18
54664.00	54664.00	44824.48	54664.00	811890.00	32798.40	18
124666.49	125866.00	91966.04	124666.49	124666.49	124666.49	26.23
483147.15	484536.00	263747.00	483147.15	483147.15	434832.44	10
19600.00	19600.00	12853.52	19600.00	19600.00	19600.00	34.42
0	1947229.16	662464.81	1893965.04	1290324.00	1290324.00	17.42
0	505056.11	289587.94	489904.42	429297.69	429297.69	21.18
0	821240.87	368694.94	796603.64	698054.74	698054.74	21.13
0	172127.35	47902.58	167688.17	146463.53	146463.53	22.52
0	595356.86	445584.68	575867.62	269263.69	269263.69	17.379
0	1193611.47	1036702.15	1193611.47	633014.78	633014.78	19.31
0	775198.99	523128.50	741287.49	307220.67	307220.67	18.011
0	1433995.58	943665.09	1396998.13	628212.89	628212.89	17.467
698618.00	828510.00	392019.32	698618.00	212440.00	212440.00	17
0	420040.08	305441.60	404230.42	337271.90	88967.37	19.24
4795.86	4795.86	3274.13	4795.86	4795.86	4795.86	31.73
0	850152.78	634800.00	815198.11	755687.42	755687.42	21.06
141980.00	146560.00	61889.80	141980.00	134881.00	134881.00	17
0	878123.00	389568.42	834216.85	0	0	17
0	388475.14	264972.00	369530.68	332803.93	332803.93	19.035
0	415452.03	201585.00	395548.24	355991.18	355991.18	17.416
0	922443.66	767399.16	907309.02	870411.27	870411.27	12.87
0	963326.96	593057.28	936797.71	898264.63	898264.63	14.52
0	1321563.57	986608.22	1274112.81	1179295.67	1221250.27	15.85
0	564893.00	422853.38	544479.41	504936.90	504936.90	20.11
71051.00	71051.03	47994.95	71051.00	71051.00	71051.00	32.45
0	208000.00	112726.60	201760.00	145600.00	145600.00	21.038
0	54000.00	27430.00	52380.00	37800.00	37800.00	21.333
0	64000.00	23220.00	61440.00	44800.00	44800.00	20.75
0	64000.00	29660.00	61440.00	44800.00	44800.00	20.75
0	104400.00	60702.00	100224.00	31320.00	31320.00	25
0	160000.00	65933.01	139200.00	112000.00	112000.00	24
0	76000.00	40500.00	66120.00	53200.00	53200.00	26.21
0	224000.00	113520.00	215040.00	67200.00	67200.00	20.75
0	52000.00	24010.00	45240.00	36400.00	36400.00	21.385
0	160000.00	48143.00	153600.00	112000.00	112000.00	21.5
0	93173.00	74401.90	93173.00	186346.00	93173.00	18.12
37642.15	54132.00	3764.22	37642.15	37642.15	37642.15	30
0	268000.00	108974.90	257280.00	80400.00	80400.00	21.03
0	70000.00	50132.00	60900.00	49000.00	49000.00	21.2
0	196000.00	113020.06	179340.00	137200.00	137200.00	20.98
0	50000.00	16280.00	48000.00	15000.00	15000.00	22
0	465600.00	270391.00	446976.00	139680.00	139680.00	21.38
0	75600.00	13986.00	72576.00	52920.00	52920.00	18.99
0	220000.00	101020.00	211200.00	154000.00	154000.00	22
0	419539.00	138030.00	402226.59	293677.70	167816.00	18.856
0	170000.00	95410.00	163200.00	225240.80	225240.80	21.06
0	72000.00	21000.00	69120.00	50400.00	50400.00	21.5
0	208000.00	120376.00	199680.00	145600.00	145600.00	20
0	324000.00	253570.00	311160.00	217200.00	217200.00	20.89
0	126000.00	53730.00	120960.00	37800.00	37800.00	21.05
0	482000.00	361284.00	462720.00	607400.00	607400.00	20.92
0	1644772.00	950547.03	1564033.20	1151340.40	1151340.40	20.44
0	315551.91	253841.80	302929.83	268219.12	268219.12	21.36
87789.83	88667.71	68990.77	87789.83	87789.83	87789.83	21.41
0	204000.00	89583.00	0	0	0	14.168
0	172000.00	85132.00	0	0	0	14.168
311999.41	323645.77	226560.22	311999.41	311999.41	311999.41	17.95
0	452000.00	139942.00	0	0	0	14.168
0	354560.00	138650.30	0	0	0	14.168
348818.52	360060.81	210232.54	348818.52	348818.52	348818.52	16.59
0	361712.98	164764.00	247688.74	308308.56	308308.56	23.57
468346.70	600000.00	374677.36	468346.70	468346.70	69227.49	20
617122.86	617122.86	493698.29	617122.86	617122.86	617122.86	20
1721945.64	1860000.00	1421432.28	1635848.36	1635848.36	1635848.36	7
2775041.05	2800000.00	1882939.92	2570000.00	2497452.89	2497452.89	10.73
329618.66	388462.53	263694.93	329618.66	329618.66	221284.40	20
23673.98	23700.00	19649.40	23673.98	23673.98	0	17
16000.00	20239.15	13280.00	16000.00	16000.00	12000.00	17
2800.00	3587.96	2324.00	2800.00	2800.00	2200.00	17
7000.00	9800.96	5810.00	7000.00	7000.00	7000.00	17
27000.00	33882.60	22140.00	27000.00	27000.00	27000.00	18
9724.00	9724.00	8070.92	9724.00	9724.00	9724.00	17
3317.07	3317.07	2753.17	3317.07	3317.07	3317.07	17
0	2036203.00	1455563.03	1832582.70	1628962.40	1628962.40	16
0	600000.00	381609.69	500000.00	420000.00	420000.00	10.719
138000.00	173408.95	114540.00	138000.00	138000.00	138000.00	17
20300.00	33927.77	24839.90	30818.79	32804.92	20300.00	17
0	326400.00	150231.65	0	0	0	20
0	272000.00	95156.78	0	0	0	20
575599.56	575599.56	447294.70	575599.56	575599.56	575599.56	20
8300.00	10501.06	6889.00	8300.00	8300.00	6600.00	17
0	1000000.00	540000.00	809978.06	809978.06	700000.00	10
0	510000.00	229470.00	0	60762.04	0	17.3
955886.24	1122928.65	764708.99	955886.24	955886.24	606781.69	20
3509.04	6134.56	2912.50	3509.04	3509.04	3509.04	17
6200.00	7813.27	5146.00	6200.00	6200.00	4900.00	17
6000.00	7597.14	4980.01	6000.00	6000.00	6000.00	17
175967.00	193312.00	163649.31	175967.00	175967.00	175967.00	7
0	1600000.00	1043150.43	1500000.00	1234132.10	1234132.10	10
463544.72	490000.00	431096.59	463544.72	463544.72	463544.72	7
549798.63	560000.00	345911.90	439838.91	439838.91	439838.91	20
573631.75	613847.15	458905.40	573631.75	573631.75	354445.42	20
85236.12	117000.00	66586.46	85236.12	85236.12	85236.12	26.21
0	80807.00	0	0	0	0	42.14
29594.00	27214.00	16867.41	29594.00	29594.00	29594.00	43
0	92229.00	0	0	0	0	42.14
35266.00	36364.00	20406.32	35266.00	35266.00	35266.00	42.14
30217.00	29358.00	17484.76	30217.00	30217.00	30217.00	42.14
23584.00	22556.00	13441.95	23584.00	23584.00	23584.00	43
0	43200.00	0	43200.00	0	0	9.83
7200.00	11520.00	0	7200.00	0	0	9.83
23400.00	35400.00	0	23400.00	0	0	9.83
112840.00	114860.00	6819.00	112840.00	0	0	9.83
0	43200.00	0	43200.00	0	0	9.83
13013.90	13013.90	11107.29	13013.90	13013.90	13013.90	14.65
6900.00	6969.00	5889.11	6900.00	6900.00	6900.00	14.65
149472.60	149472.60	127573.97	149472.60	149472.60	149472.60	14.65
37359.00	37359.00	31885.68	37359.00	37359.00	37359.00	14.65
170410.00	172114.00	144848.00	172114.00	170410.00	170410.00	14.65
79898.00	79898.00	68192.46	79898.00	79898.00	79898.00	14.65
157277.00	157277.00	549.98	157277.00	157277.00	157277.00	14.65
50146.00	50146.50	0	50146.50	50146.00	50146.00	14.65
47707.61	48496.77	21863.58	47707.61	47707.61	47707.61	54.17
63597.01	64983.73	29145.42	63597.01	63597.01	63597.01	54.17
113234.71	118243.40	51893.53	113234.71	113234.71	113234.71	54.17
195055.68	199135.51	89390.68	195055.68	195055.68	195055.68	54.17
5842.52	8605.00	2956.43	5842.52	5842.52	5842.52	49.4
4251.02	6261.00	2151.10	4251.02	4251.02	4251.02	49.4
67100.00	67100.00	30595.47	67100.00	67100.00	67100.00	54.4
53272.00	53272.00	24290.34	53272.00	53272.00	53272.00	54.4
0	60864.00	22011.00	60864.00	60864.00	60864.00	63.83
13881.00	13881.00	8032.10	13881.00	13881.00	13881.00	42.14
34728.00	34728.00	25118.76	34728.00	34728.00	34728.00	27.67
11000.00	11000.00	7956.30	11000.00	11000.00	11000.00	28.75
87800.00	87800.00	68589.36	87800.00	87800.00	87800.00	21.88
91000.00	91000.00	71089.20	91000.00	91000.00	91000.00	23.06
28500.00	28500.00	22264.20	28500.00	28500.00	28500.00	23.06
11789.00	12680.00	8441.71	11789.00	11789.00	11789.00	28.39
0	60547.20	43793.70	60547.20	60547.20	60547.20	27.67
49116.00	57918.00	34897.22	49116.00	49116.00	49116.00	28.95
29579.00	33237.00	21394.49	29579.00	29579.00	29579.00	27.67
115000.00	115000.00	19093.00	100000.00	115000.00	115000.00	54.4
13584.96	14010.00	6942.78	13584.96	13584.96	13584.96	49.65
100000.00	100000.00	95000.00	100000.00	100000.00	100000.00	5
105496.73	110000.00	82414.05	105496.73	105496.73	105496.73	21.88
46000.00	46000.00	35394.54	46000.00	46000.00	46000.00	23.06
0	414912.00	220644.00	414912.00	414912.00	414912.00	25.99
58893.41	55515.00	33566.91	58893.41	58893.41	58893.41	43
52676.64	64497.00	41656.69	52676.64	52676.64	58047.30	22.11
0	280000.00	207945.81	215361.42	215361.42	215361.42	19.95
12056.00	12056.00	5813.40	12056.00	12056.00	12056.00	51.78
57012.00	57012.00	50541.14	57012.00	57012.00	57012.00	11.35
35580.00	35580.00	31541.67	35580.00	35580.00	35580.00	11.35
62211.00	62211.00	55150.05	62211.00	62211.00	62211.00	11.35
5000.00	5000.00	3712.94	5000.00	5000.00	5000.00	25.74
71213.08	71541.33	3161.21	71213.08	71213.08	42924.80	10
975998.63	1029045.57	274701.76	975998.63	975998.63	975998.63	10
53452.00	61403.00	41847.57	53452.00	53452.00	53452.00	21.71
0	19994.00	5767.84	19609.00	19609.00	19609.00	70.59
0	521710.00	0	0	0	0	11.33
704978.00	731003.00	542727.70	704978.00	704978.00	704978.00	10
0	450000.00	360203.40	546950.33	546950.33	546950.33	19.95
49797.33	65000.00	39079.93	49797.33	49797.33	49797.33	21.52
0	707700.00	308841.90	675960.94	675960.94	608364.84	76.85
0	287193.77	134156.13	287193.77	287193.77	258697.04	53.287
24288.00	24288.00	18738.68	24288.00	24288.00	24288.00	22.85
0	227067.00	98540.00	227067.00	227067.00	227067.00	48.1
143690.41	185068.00	68624.11	143690.41	143690.41	143690.41	47.49
973956.00	992121.00	511439.68	973956.00	973956.00	973956.00	47.49
0	512132.00	238878.00	578762.92	520401.00	520401.00	48.03
275898.00	249488.00	143363.51	275898.00	275898.00	275898.00	48.04
372317.00	372317.00	193108.95	372317.00	372317.00	372317.00	48.13
457330.00	457330.00	242576.98	457330.00	457330.00	457330.00	46.96
74240.00	74240.00	55713.25	74240.00	74240.00	74240.00	24.96
51020.00	51520.00	38282.14	51020.00	51020.00	51020.00	24.97
174036.00	174036.00	132593.85	174036.00	174036.00	174036.00	23.81
27051.46	38072.00	20940.90	27851.46	27051.46	27851.46	22.59
6807.47	9740.00	5075.14	6807.47	6807.47	6807.47	25.45
13405.24	15938.00	8942.02	27749.44	13405.24	13405.24	33.29
82301.28	90000.00	64528.56	82301.28	82301.28	82301.28	21.59
188369.54	180000.00	148704.32	188369.54	188369.54	188369.54	21.06
23953.00	23953.00	17382.50	23953.00	23953.00	23953.00	27.43
3865.13	4888.00	3026.31	3865.13	3865.13	3865.13	21.7
5616258.00	5616258.00	5240948.16	5616258.00	5616528.00	5616528.00	14.51
0	120000.00	73950.00	92447.11	92447.11	92447.11	21.52
0	39000.00	33850.44	39000.00	39000.00	39000.00	13.2
58686.00	58686.00	43740.06	58686.00	58686.00	58686.00	25.47
170984.00	125368.00	89637.80	170984.00	170984.00	170984.00	47.58
138500.00	147517.00	72519.02	138500.00	138500.00	138500.00	47.64
32960.00	32960.00	24734.76	32960.00	32960.00	32960.00	24.96
442180.00	442180.00	228303.91	442180.00	442180.00	442180.00	48.37
0	50000.00	38177.55	13718.83	13718.83	13718.83	21.16
0	105196.57	48505.26	105196.57	105196.57	94676.91	53.89
0	96676.99	44842.18	96676.98	96676.98	86598.63	53.62
0	170108.67	78291.76	170108.70	170108.70	153097.83	53.98
0	112212.81	51953.10	112212.81	112212.81	100991.52	53.7
0	118252.90	54693.97	118252.90	118252.90	37267.32	53.75
35200.00	35200.00	30093.91	35200.00	35200.00	35200.00	14.51
0	53100.00	16050.00	53100.00	53100.00	53100.00	41.76
0	33403.00	22334.35	0	33403.00	33403.00	33.14
7288.00	7288.00	5277.93	7288.00	7288.00	7288.00	27.58
108400.00	108400.00	56783.07	108400.00	108400.00	108400.00	25.83
0	139116.00	65000.00	125645.70	139116.00	125204.40	21.643
0	71565.78	32759.12	71565.78	71565.78	57252.62	54.23
42724.00	42827.00	20129.92	42724.00	42827.00	42724.00	52.5
0	200000.00	108177.00	135763.29	135763.29	135763.29	21.16
7545.00	7545.00	5423.79	7545.00	7545.00	7545.00	28.11
5094.00	5094.00	2410.04	5094.00	5094.00	4075.20	52.69
2646.00	2646.00	1229.61	2646.00	2646.00	2116.80	53.53
2529.00	2529.00	1182.84	2529.00	2529.00	2529.00	53.23
15500.00	15500.00	11248.49	15500.00	15500.00	15500.00	27.43
30878.20	32620.00	16216.25	30878.20	30878.20	30878.20	47.48
0	120900.00	0	0	0	0	11.18
21400.00	21400.00	0	0	0	0	11.18
0	10700.00	0	0	0	0	10.63
0	160500.00	0	0	0	0	10.71
0	40353.00	28703.28	39758.00	39758.00	39758.00	27.81
19512.00	19512.00	9197.48	19512.00	19512.00	19512.00	52.86
0	599986.59	407992.00	599986.59	426202.95	479989.27	10.89
79249.00	79249.00	59489.99	79249.00	79249.00	79249.00	24.93
10400.00	13000.00	0	0	0	0	10.73
2240.00	4520.00	0	0	0	0	10.73
20187.00	26878.00	17587.11	20187.00	20187.00	20187.00	46.71
0	110180.28	59497.30	66108.11	107653.15	90377.95	11.33
12482.44	12482.44	5945.26	12482.44	12482.44	12482.44	52.37
33018.25	33879.50	15753.23	33879.50	33879.50	30491.55	52.5
0	9390.94	4435.25	9390.94	9390.94	8451.84	52.77
4693.00	4693.00	3389.13	4693.00	4693.00	4693.00	27.78
9646.00	9646.00	4535.09	9646.00	9646.00	9645.20	52.98
0	563500.00	328085.86	563500.00	563500.00	519150.00	21.07
0	3477.00	1641.41	3477.00	3477.00	0	52.79
0	806054.74	364612.52	806054.74	806054.74	725449.26	54.77
0	816214.47	372934.16	816214.47	816214.47	734593.02	54.31
0	347308.29	158965.50	347308.29	347308.29	312577.46	54.23
46000.00	46000.00	24470.30	46000.00	46000.00	46000.00	46.8
5465.00	5465.00	2589.90	5465.00	5465.00	5465.00	52.61
135894.00	135894.00	64210.23	135894.00	135894.00	135894.00	52.75
32501.00	32501.00	15344.57	32501.00	32501.00	32501.00	52.79
0	7629.00	3547.55	7629.00	7629.00	6103.20	53.5
26881.00	26881.00	12694.40	26881.00	26881.00	26881.00	52.78
0	35866.00	16968.14	35866.00	35866.00	32279.40	52.69
0	41904.00	19894.13	41904.00	41904.00	37713.60	52.52
20263.00	20263.00	-8793.00	0	20263.00	20263.00	47.49
0	53319.00	26608.16	53319.00	53319.00	53319.00	24.01
50641.00	50641.00	38484.48	50641.00	50641.00	50641.00	24.01
0	24829.00	2670.00	24829.00	24829.00	24829.00	46.53
27456.00	27456.00	20865.11	27456.00	27456.00	27456.00	24.01
56912.00	56912.00	43250.12	56912.00	56912.00	56912.00	24.01
14550.00	14550.00	11391.19	14550.00	14550.00	14550.00	21.71
0	203739.89	149501.00	183366.00	183366.00	183366.00	21.04
0	70508.00	33280.00	70508.00	70508.00	56406.40	52.8
488489.18	596984.44	391496.00	596984.44	488489.18	477587.55	10.9
14936.00	14936.00	10736.16	14936.00	14936.00	14936.00	28.12
0	70793.00	17120.00	70793.00	70793.00	70793.00	24.01
88537.81	100000.00	70161.56	88537.81	88537.81	88537.81	20.76
25322.62	25461.38	6042.78	25461.38	25461.38	21631.35	52.5
98000.00	98000.00	52132.38	98000.00	98000.00	98000.00	46.8
0	14000.00	3550.00	14000.00	14000.00	14000.00	27.44
0	32072.00	11617.51	28864.80	28864.80	28864.80	48.43
954855.23	969898.58	529421.58	824413.71	824413.71	824413.71	36.62
0	572059.00	180251.39	486249.80	486249.80	486249.80	48.89
0	875000.00	560078.08	612500.00	612500.00	612500.00	34.42
0	479595.80	19150.00	191838.32	191838.32	191838.32	48.89
0	260870.00	196451.94	260870.00	260870.00	260870.00	27.67
0	45000.00	23400.00	0	0	0	34.42
35000.00	35000.00	0	0	0	0	34.42
35627.15	35627.15	16354.80	24939.00	24939.00	24939.00	34.42
93038.38	91000.00	57250.00	0	0	0	34.42
0	807000.00	265530.34	687406.81	687406.81	687406.81	48.89
372181.00	353633.00	222214.80	369329.30	370607.70	302096.70	27.67
0	77500.00	0	0	0	0	32.492
227100.00	227100.00	163363.32	227100.00	227100.00	227100.00	27.67
103448.00	103448.00	87930.80	103448.00	103448.00	103448.00	15
0	52000.00	15612.00	52000.00	52000.00	52000.00	59.01
765663.00	765663.00	368434.70	765663.00	765663.00	765663.00	51.78
467816.06	467816.06	196074.00	405693.64	467816.06	467816.06	47.5
457789.56	457789.56	214758.65	401155.80	457789.56	457789.56	53.09
0	93000.00	0	0	93000.00	93000.00	24.01
0	10840.05	5332.82	0	8672.00	8672.00	38.51
63414.00	63414.00	31217.94	51684.00	57072.00	51684.00	41.91
6695411.00	6695411.00	6553460.75	6695411.00	6695411.00	6695411.00	12.11
154316.33	154316.33	100559.40	135225.65	154316.33	154316.33	33.62
0	195700.00	142359.28	195700.00	195700.00	195700.00	26.71
555316.00	555316.00	241100.78	555316.00	555316.00	555316.00	52.8
0	521930.84	135891.35	417545.00	417545.00	417545.00	39.65
198627.64	195250.25	144820.70	198627.64	198627.64	198627.64	26.8
172856.60	170815.53	100597.74	172856.60	172856.60	172856.60	41.8
0	45780.52	0	0	45780.52	36624.42	53.21
153584.00	153584.00	26277.60	138225.60	153584.00	153584.00	47.3
144794.00	144794.00	74612.00	144794.00	144794.00	144794.00	48.47
0	5488.00	2601.95	5488.00	5488.00	5032.00	52.59
427437.30	435414.00	162228.00	427437.30	427437.30	427437.30	47.83
0	144710.13	58419.98	144710.13	144710.13	86826.08	53.55
0	30686.00	0	0	0	0	27.62
31342.00	31342.00	0	0	0	0	27.8
31452.63	41618.00	0	0	0	0	27.61
22494.00	22494.00	16289.09	22494.00	22494.00	22494.00	27.58
0	115000.00	86150.75	115000.00	115000.00	115000.00	21.68
0	140000.00	98528.90	140000.00	140000.00	140000.00	27.44
72311.00	72311.00	36827.50	72311.00	72311.00	72311.00	47.83
0	144800.00	79855.10	144800.00	144800.00	144800.00	43.43
21630.00	21630.00	17730.98	21630.00	21630.00	21630.00	18.03
7717.05	7717.05	4398.04	7717.05	7717.05	7717.05	43.01
24131.00	24131.00	13492.29	24131.00	24131.00	24131.00	44.09
17718.00	17718.00	10084.36	0	17718.00	15084.73	43.08
26779.00	26779.00	14442.96	26779.00	26779.00	26779.00	46.07
17506.97	17506.97	10182.59	17506.97	17506.97	17506.97	41.84
39124.11	39124.11	22482.60	0	0	0	0
0	363300.00	269782.22	326970.00	363300.00	363300.00	25.74
0	1055835.00	911012.84	996471.58	791876.25	791876.25	25.74
0	1267282.30	916625.29	1140554.07	1188496.57	1188496.57	27.67
0	911507.65	659293.48	911507.65	911507.65	911507.65	27.67
702851.59	702851.59	508372.56	702851.59	702851.59	702851.59	27.67
138068.59	141605.22	109500.76	138068.59	138068.59	138068.59	20.69
111570.90	111570.90	86268.66	111570.90	111570.90	111570.90	22.68
4517729.54	4517729.54	4721152.17	4517729.54	4517729.54	4517729.54	8
0	238567.00	160235.45	198722.00	198722.00	143140.20	32.83
0	2518447.00	1858971.22	2446360.05	2416947.85	2416947.85	12
0	576190.70	416758.73	518571.63	0	0	27.67
76031.96	76031.96	58544.61	76031.96	76031.96	76031.96	23
58815.40	58815.40	41534.00	58815.40	58815.40	58815.40	29.38
79053.82	79053.82	60871.44	79053.82	79053.82	79053.82	23
0	109369.00	84178.73	109369.00	109369.00	109369.00	23
14598.83	14598.83	10449.49	14598.83	14598.83	14598.83	28.42
